!
! Created by GDAL.
!
@GRID FILE, GRID, 4
        20,     -9999,          ,         7,         1
        66,        37,649281.5943443,650021.3761604,       7535637,       7536956
0.0, 0.0, 0.0
@
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000           0.2886870           1.0385300
           2.0743101           3.2972200           4.6260200           5.9997501
           7.3751202           8.7215300          10.0158997          11.2404003
          12.3821001          13.4333000          14.3895998          15.2482996
          16.0077991          16.6669998          17.2261009          17.6851006
          18.0440006          18.3020000          18.4582005       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000           0.2086950           0.7810460           1.6413200
           2.7599001           4.0527601           5.4382200           6.8524199
           8.2543001           9.6176596          10.9212999          12.1469002
          13.2819004          14.3211002          15.2629995          16.1065006
          16.8505001          17.4946995          18.0403996          18.4888000
          18.8397999          19.0930004          19.2483006          18.5105991
          18.4547005          18.2805996          17.9703007          17.4965992
          16.8250999          15.9209003          14.7594004          13.3378000
          11.6837997           9.8570204           7.9428601           6.0416999
           4.2575498           2.6881499           1.4182301           0.4982580
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
           0.1382880           0.5952120           1.3193901           2.2975199
           3.4992700           4.8578200           6.2904201           7.7287502
           9.1401596          10.5080004          11.8120003          13.0295000
          14.1468000          15.1632996          16.0821991          16.9041996
          17.6273994          18.2518005          18.7807007          19.2166004
          19.5587997          19.8054008          19.9568005          19.3061008
          19.2653999          19.1189003          18.8483009          18.4200993
          17.7863998          16.8938007          15.6978998          14.1822996
          12.3739004          10.3449001           8.2019596           6.0695701
           4.0747299           2.3335700           0.9430750       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000           0.1029470
           0.4444780           1.0327700           1.8728700           2.9487801
           4.2276802           5.6512499           7.1292400           8.5759697
           9.9832897          11.3498001          12.6521997          13.8566999
          14.9454002          15.9286003          16.8174000          17.6140003
          18.3129005          18.9132996          19.4237003          19.8483009
          20.1835995          20.4235992          20.5676003          20.0165997
          19.9890995          19.8736000          19.6550007          19.2950993
          18.7304993          17.8827991          16.6786995          15.0794001
          13.1092997          10.8600998           8.4679899           6.0864000
           3.8705900           1.9659500           0.4724050       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
           0.0014925           0.0018004           0.0171958           0.2609780
           0.7553170           1.4690500           2.4063799           3.5552299
           4.8882599           6.3587198           7.8815999           9.3220701
          10.7277002          12.0973997          13.4018002          14.5930004
          15.6422005          16.5841007          17.4361000          18.2045994
          18.8778000          19.4508991          19.9447994          20.3635006
          20.6982002          20.9346008          21.0685997          20.6233997
          20.6026001          20.5144997          20.3547001          20.0837994
          19.6207008          18.8577003          17.6812000          16.0132999
          13.8737001          11.3885002           8.7344198           6.0954700
           3.6534901           1.5887001           0.0660120       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000           0.0022807
           0.0100012           0.0308175           0.1511490           0.4951880
           1.0880899           1.8980200           2.9071901           4.0992498
           5.4498200           6.9182801           8.4306402           9.9053402
          11.3381996          12.7209997          14.0202999          15.1893997
          16.2063007          17.1035995          17.9085999          18.6371994
          19.2810001          19.8337002          20.3215008          20.7436008
          21.0865002          21.3258991          21.4503994          21.1144009
          21.0900993          21.0165997          20.9116993          20.7416000
          20.4025002          19.7609997          18.6581001          16.9419994
          14.6212997          11.8930998           8.9850101           6.1028900
           3.4438901           1.2071000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000       -9999.0000000       -9999.0000000       -9999.0000000
       -9999.0000000           0.0244452           0.2712800           0.7490670
           1.4418100           2.3279200           3.3852601           4.5933299
           5.9300199           7.3665400           8.8600798          10.3607998
          11.8302002          13.2314997          14.5220003          15.6623001
          16.6408997          17.4827995          18.2245007          18.8936005
          19.5002003          20.0487003          20.5447006          20.9796009
          21.3327007          21.5779991          21.7071991          21.4864998
          21.4533997          21.3759995          21.3071003          21.2310009
          21.0023003          20.4852009          19.5023003          17.7649994
          15.2487001          12.3058996           9.1958504           6.1242299
           3.2957399           0.9435410       -9999.0000000       -9999.0000000
