Mass balance table: 1983 
ELA: 1399.9 
AAR: 55.6 % 
     Elev	Area             Bw	  bw	        Bs	  bs	        Bn	   bn
     (m)	(m^2)          (volume)	(w.eq.)	     (volume)	(e.eq.)	     (volume)	 (w.eq.)
1120	1140	2800	        3335.8	  1.83	        5131.5	  1.83	       -1795.7	  -0.64
1140	1160	8800	        9623.8	  1.92	       16858.3	  1.92	       -7234.5	  -0.82
1160	1180	12000	       14070.1	  2.10	       25215.8	  2.10	      -11145.7	  -0.93
1180	1200	21600	       28110.6	  2.22	       48047.0	  2.22	      -19936.4	  -0.92
1200	1220	39200	       50161.3	  2.19	       86038.1	  2.19	      -35876.8	  -0.92
1220	1240	54000	       57255.9	  2.13	      115151.8	  2.13	      -57895.9	  -1.07
1240	1260	67600	       54213.1	  2.06	      139460.7	  2.06	      -85247.7	  -1.26
1260	1280	86800	       62330.3	  1.90	      164878.0	  1.90	     -102547.7	  -1.18
1280	1300	79200	       69495.7	  1.73	      137257.7	  1.73	      -67762.0	  -0.86
1300	1320	92800	       63944.0	  1.85	      171472.5	  1.85	     -107528.5	  -1.16
1320	1340	158800	       78462.3	  1.94	      307919.9	  1.94	     -229457.6	  -1.44
1340	1360	276000	      153446.9	  1.75	      481942.0	  1.75	     -328495.0	  -1.19
1360	1380	322800	      235127.6	  1.55	      500576.7	  1.55	     -265449.2	  -0.82
1380	1400	232400	      210407.0	  1.42	      330370.6	  1.42	     -119963.6	  -0.52
1400	1420	107600	      157327.7	  1.23	      131848.9	  1.23	       25478.8	  +0.24
1420	1440	68400	      108769.8	  1.15	       78911.8	  1.15	       29857.9	  +0.44
1440	1460	66800	       92334.1	  1.14	       75959.8	  1.14	       16374.3	  +0.25
1460	1480	93600	      140436.6	  1.10	      103131.6	  1.10	       37305.0	  +0.40
1480	1500	170000	      341079.3	  0.99	      168538.6	  0.99	      172540.8	  +1.01
1500	1520	180800	      359816.7	  0.90	      163148.6	  0.90	      196668.1	  +1.09
1520	1540	102000	      192236.4	  0.84	       85989.8	  0.84	      106246.6	  +1.04
1540	1560	100000	      194254.9	  0.75	       75036.7	  0.75	      119218.2	  +1.19
1560	1580	119600	      255817.6	  0.64	       76238.1	  0.64	      179579.5	  +1.50
1580	1600	136800	      306999.4	  0.56	       76826.2	  0.56	      230173.2	  +1.68
1600	1620	145200	      339232.5	  0.50	       73095.5	  0.50	      266137.0	  +1.83
1620	1640	159600	      382977.9	  0.46	       72677.9	  0.46	      310300.0	  +1.94
1640	1660	113600	      280741.1	  0.42	       48172.4	  0.42	      232568.7	  +2.05
1660	1680	54800	      132678.8	  0.40	       21940.1	  0.40	      110738.7	  +2.02
1680	1700	45600	      102691.4	  0.37	       16766.7	  0.37	       85924.7	  +1.88
1700	1720	18000	       36760.5	  0.33	        5975.4	  0.33	       30785.2	  +1.71
1720	1740	3600	        8059.1	  0.33	        1177.6	  0.33	        6881.5	  +1.91
1740	1760	3600	        8105.8	  0.32	        1134.9	  0.32	        6970.9	  +1.94
1760	1780	2800	        6325.2	  0.31	         858.5	  0.31	        5466.7	  +1.95
1780	1800	1600	        3611.2	  0.30	         480.3	  0.30	        3131.0	  +1.96

1120	1800	3148800	     4540240.5	  1.44	     3808229.9	  1.21	      732010.6	  +0.23
