Mass balance table: 1956 
ELA: 1500.1 
AAR: 37.9 % 
     Elev	Area             Bw	  bw	        Bs	  bs	        Bn	   bn
     (m)	(m^2)          (volume)	(w.eq.)	     (volume)	(e.eq.)	     (volume)	 (w.eq.)
1080	1100	400	         643.5	  3.09	        1236.7	  3.09	        -593.2	  -1.48
1100	1120	15200	       20941.7	  3.08	       46805.1	  3.08	      -25863.4	  -1.70
1120	1140	22800	       27787.1	  3.07	       69977.6	  3.07	      -42190.5	  -1.85
1140	1160	23200	       25893.4	  3.06	       70879.2	  3.06	      -44985.8	  -1.94
1160	1180	20800	       20438.5	  3.04	       63132.3	  3.04	      -42693.8	  -2.05
1180	1200	27200	       24818.5	  3.00	       81649.7	  3.00	      -56831.2	  -2.09
1200	1220	40800	       36707.7	  2.93	      119705.5	  2.93	      -82997.8	  -2.03
1220	1240	52400	       42418.8	  2.81	      147430.3	  2.81	     -105011.5	  -2.00
1240	1260	62000	       43594.2	  2.67	      165720.2	  2.67	     -122126.0	  -1.97
1260	1280	83600	       54056.4	  2.52	      210470.1	  2.52	     -156413.7	  -1.87
1280	1300	94000	       61074.4	  2.38	      223901.4	  2.38	     -162827.0	  -1.73
1300	1320	92800	       73507.7	  2.23	      207214.8	  2.23	     -133707.1	  -1.44
1320	1340	122400	       96558.4	  2.06	      251983.2	  2.06	     -155424.8	  -1.27
1340	1360	230000	      145266.4	  1.96	      450135.6	  1.96	     -304869.2	  -1.33
1360	1380	316000	      257221.8	  1.94	      613043.3	  1.94	     -355821.5	  -1.13
1380	1400	280800	      294492.0	  1.88	      526642.8	  1.88	     -232150.7	  -0.83
1400	1420	180000	      260115.5	  1.75	      314715.3	  1.75	      -54599.7	  -0.30
1420	1440	106400	      142587.8	  1.63	      173178.9	  1.63	      -30591.1	  -0.29
1440	1460	60400	       55752.8	  1.54	       93192.2	  1.54	      -37439.5	  -0.62
1460	1480	75600	       48956.1	  1.46	      110556.0	  1.46	      -61599.9	  -0.81
1480	1500	114400	       86777.0	  1.38	      157927.1	  1.38	      -71150.1	  -0.62
1500	1520	238000	      347758.5	  1.27	      302386.2	  1.27	       45372.3	  +0.19
1520	1540	128800	      202846.3	  1.17	      150662.6	  1.17	       52183.7	  +0.41
1540	1560	110800	      162797.6	  1.11	      122608.6	  1.11	       40189.0	  +0.36
1560	1580	106000	      152174.0	  1.03	      109103.6	  1.03	       43070.4	  +0.41
1580	1600	150400	      273947.2	  0.91	      136588.4	  0.91	      137358.8	  +0.91
1600	1620	129600	      258764.6	  0.77	       99888.3	  0.77	      158876.4	  +1.23
1620	1640	163600	      343488.7	  0.66	      107710.5	  0.66	      235778.1	  +1.44
1640	1660	118000	      245374.9	  0.57	       67277.9	  0.57	      178097.0	  +1.51
1660	1680	89600	      183306.1	  0.50	       44556.4	  0.50	      138749.6	  +1.55
1680	1700	67600	      135884.9	  0.42	       28420.7	  0.42	      107464.2	  +1.59
1700	1720	37200	       75980.8	  0.33	       12442.3	  0.33	       63538.5	  +1.71
1720	1740	15600	       33983.8	  0.25	        3836.3	  0.25	       30147.4	  +1.93

1080	1740	3396400	     4267402.3	  1.26	     5301502.2	  1.56	    -1034099.9	  -0.30
