Mass balance table: 2002 
ELA: 1496.3 
AAR: 37.3 % 
     Elev	Area             Bw	  bw	        Bs	  bs	        Bn	   bn
     (m)	(m^2)          (volume)	(w.eq.)	     (volume)	(e.eq.)	     (volume)	 (w.eq.)
1140	1160	3200	        6167.0	  4.74	       15167.8	  4.74	       -9000.8	  -2.81
1160	1180	7200	       11434.2	  4.72	       33964.8	  4.72	      -22530.6	  -3.13
1180	1200	18000	       21124.1	  4.68	       84178.7	  4.68	      -63054.6	  -3.50
1200	1220	36800	       34137.5	  4.58	      168678.8	  4.58	     -134541.3	  -3.66
1220	1240	51600	       46662.1	  4.44	      229341.0	  4.44	     -182679.0	  -3.54
1240	1260	63200	       60687.2	  4.37	      276050.8	  4.37	     -215363.6	  -3.41
1260	1280	84400	       57532.5	  4.34	      366220.7	  4.34	     -308688.3	  -3.66
1280	1300	82800	       76495.3	  4.25	      351681.9	  4.25	     -275186.6	  -3.32
1300	1320	94800	      104564.1	  4.20	      398509.5	  4.20	     -293945.4	  -3.10
1320	1340	152400	      131781.9	  4.00	      608862.6	  4.00	     -477080.7	  -3.13
1340	1360	264800	      218928.5	  3.75	      993053.4	  3.75	     -774124.9	  -2.92
1360	1380	325200	      338957.4	  3.63	     1181387.0	  3.63	     -842429.6	  -2.59
1380	1400	252000	      277937.3	  3.23	      812736.5	  3.23	     -534799.2	  -2.12
1400	1420	118400	      179748.0	  2.84	      336710.9	  2.84	     -156962.9	  -1.33
1420	1440	72400	      124287.3	  2.55	      184760.0	  2.55	      -60472.7	  -0.84
1440	1460	68400	      101967.7	  2.30	      157370.4	  2.30	      -55402.7	  -0.81
1460	1480	85600	      100081.7	  2.06	      176395.2	  2.06	      -76313.5	  -0.89
1480	1500	152000	      222617.9	  1.76	      267674.5	  1.76	      -45056.6	  -0.30
1500	1520	225200	      493109.9	  1.54	      346596.9	  1.54	      146513.0	  +0.65
1520	1540	106000	      222633.6	  1.55	      163921.9	  1.55	       58711.7	  +0.55
1540	1560	93600	      184005.5	  1.46	      136930.0	  1.46	       47075.4	  +0.50
1560	1580	83600	      171218.5	  1.36	      113486.3	  1.36	       57732.2	  +0.69
1580	1600	129600	      280260.3	  1.26	      162936.4	  1.26	      117323.9	  +0.91
1600	1620	122000	      334826.4	  1.21	      147672.4	  1.21	      187154.1	  +1.53
1620	1640	150800	      502122.0	  1.13	      170159.8	  1.13	      331962.1	  +2.20
1640	1660	148400	      532391.8	  1.10	      163630.3	  1.10	      368761.5	  +2.48
1660	1680	103200	      366621.9	  1.16	      119615.6	  1.16	      247006.3	  +2.39
1680	1700	68800	      236383.4	  1.16	       79832.3	  1.16	      156551.0	  +2.28
1700	1720	41200	      155146.8	  1.13	       46580.9	  1.13	      108566.0	  +2.64
1720	1740	6800	       31834.3	  1.07	        7274.2	  1.07	       24560.1	  +3.61

1140	1740	3212400	     5625666.0	  1.75	     8301381.4	  2.58	    -2675715.4	  -0.83
